date,time,name,original_poster
2022-10-12,04:40,noitsnot,NA
2022-10-12,04:40,papi,james
2022-10-12,04:40,hes,james
2022-10-12,04:40,blessed,NA
2022-10-12,04:40,chalkhillblue,ben
2022-10-12,04:40,phloxyrock,steve
2022-10-12,04:40,llama,NA
2022-10-12,04:40,rachelcorrie,NA
2022-10-12,04:40,nancy,james
2022-10-12,04:40,wendy,NA
2022-10-12,04:40,vanessa,peter
2022-10-12,04:40,ismail,saudi
2022-10-12,04:40,doctor,ayyan
2022-10-12,04:40,blessed,glory
2022-10-12,04:40,ypdoifglih,NA
2022-10-12,04:40,the,NA
2022-10-12,04:40,prosecute,NA
2022-10-12,04:40,nsobya,justice
2022-10-12,04:40,father,NA
2022-10-12,04:40,were,NA
2022-10-12,04:40,lyn,sophie
2022-10-12,04:40,wren,president
2022-10-12,04:40,lion,NA
2022-10-12,04:40,siusiusiu,fabiha
2022-10-12,04:40,john,james
2022-10-12,04:40,joanne,tom
2022-10-12,04:40,joshua,james
2022-10-12,04:40,doug,james
2022-10-12,04:40,barneyolly,NA
2022-10-12,04:40,mrs,NA
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,bree,NA
2022-10-12,04:40,papi,NA
2022-10-12,04:40,lion,NA
2022-10-12,04:40,kengenkenya,state
2022-10-12,04:40,tracy,NA
2022-10-12,04:40,dennis,ctv
2022-10-12,04:40,mathieu,NA
2022-10-12,04:40,matthew,shelljet
2022-10-12,04:40,diane,james
2022-10-12,04:40,yooongless,crow
2022-10-12,04:40,facts,NA
2022-10-12,04:40,diann,uproxx
2022-10-12,04:40,neil,NA
2022-10-12,04:40,daryl,shelljet
2022-10-12,04:40,winsonics,NA
2022-10-12,04:40,durkle,NA
2022-10-12,04:40,stephen,NA
2022-10-12,04:40,lion,NA
2022-10-12,04:40,trumpgirl,NA
2022-10-12,04:40,vanessa,jon
2022-10-12,04:40,junior,james
2022-10-12,04:40,bclexx,james
2022-10-12,04:40,dave,NA
2022-10-12,04:40,yellahamma,greg
2022-10-12,04:40,carola,kevin
2022-10-12,04:40,marxismsarcasm,NA
2022-10-12,04:40,maximilian,climeworks
2022-10-12,04:40,kafir,greg
2022-10-12,04:40,zobjobs,NA
2022-10-12,04:40,ibson,NA
2022-10-12,04:40,eyesinsider,NA
2022-10-12,04:40,ian,greenpeace
2022-10-12,04:40,lillian,james
2022-10-12,04:40,gigi,greg
2022-10-12,04:40,teresa,qasim
2022-10-12,04:40,thunder,NA
2022-10-12,04:40,sather,rep
2022-10-12,04:40,joann,james
2022-10-12,04:40,dragoinaki,zeke
2022-10-12,04:40,strong,NA
2022-10-12,04:40,sua,uproxx
2022-10-12,04:40,stevenlp,NA
2022-10-12,04:40,susi,stopeacop
2022-10-12,04:40,kainwerdm,avi
2022-10-12,04:40,johnyboy,emmett
2022-10-12,04:40,rod,city
2022-10-12,04:40,suhailah,irini
2022-10-12,04:40,vision,uproxx
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,tom,NA
2022-10-12,04:40,priyanga,easwaran
2022-10-12,04:40,kevin,kevin
2022-10-12,04:40,faithfulness,emmanuel
2022-10-12,04:40,meowlathotep,NA
2022-10-12,04:40,american,NA
2022-10-12,04:40,elizabeth,steve
2022-10-12,04:40,tomorrownow,NA
2022-10-12,04:40,magatruther,maze
2022-10-12,04:40,nancy,james
2022-10-12,04:40,steph,maze
2022-10-12,04:40,tomorrownow,NA
2022-10-12,04:40,taban,NA
2022-10-12,04:40,anothermom,avi
2022-10-12,04:40,faithfulness,emmanuel
2022-10-12,04:40,sergio,president
2022-10-12,04:40,marlene,NA
2022-10-12,04:40,can,emmett
2022-10-12,04:40,yourmomex,mind
2022-10-12,04:40,megan,mike
2022-10-12,04:40,big,james
2022-10-12,04:40,archtkz,the
2022-10-12,04:40,iftikhar,shehbaz
2022-10-12,04:40,audrey,the
2022-10-12,04:40,cerisella,luckmann
2022-10-12,04:40,jayanti,initiative
2022-10-12,04:40,rickardo,NA
2022-10-12,04:40,loyiso,NA
2022-10-12,04:40,throughjanseyes,michael
2022-10-12,04:40,ashis,ayana
2022-10-12,04:40,gladysabner,james
2022-10-12,04:40,lhcen,bbc
2022-10-12,04:40,magnus,david
2022-10-12,04:40,shoresy,NA
2022-10-12,04:40,ecumenical,NA
2022-10-12,04:40,chris,NA
2022-10-12,04:40,mian,shehbaz
2022-10-12,04:40,dave,steve
2022-10-12,04:40,banina,greenpeace
2022-10-12,04:40,samson,james
2022-10-12,04:40,gold,townhallcom
2022-10-12,04:40,stormbringer,james
2022-10-12,04:40,socks,james
2022-10-12,04:40,raja,antnio
2022-10-12,04:40,christopher,jacob
2022-10-12,04:40,the,james
2022-10-12,04:40,risn,kieran
2022-10-12,04:40,ramesh,cse
2022-10-12,04:40,colleen,kevin
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,meg,rep
2022-10-12,04:40,ravi,peter
2022-10-12,04:40,damainthehouse,president
2022-10-12,04:40,steve,james
2022-10-12,04:40,frank,NA
2022-10-12,04:40,winnie,drfdon
2022-10-12,04:40,deb,maze
2022-10-12,04:40,enrico,the
2022-10-12,04:40,michael,james
2022-10-12,04:40,trumpwinsusa,james
2022-10-12,04:40,stelzy,andy
2022-10-12,04:40,globaltrendinvestor,kwr
2022-10-12,04:40,mark,margaret
2022-10-12,04:40,luis,kevin
2022-10-12,04:40,jen,NA
2022-10-12,04:40,lucille,NA
2022-10-12,04:40,kate,mik
2022-10-12,04:40,lesley,ani
2022-10-12,04:40,the,NA
2022-10-12,04:40,fadi,NA
2022-10-12,04:40,mask,edgar
2022-10-12,04:40,sdgscameroon,NA
2022-10-12,04:40,beth,james
2022-10-12,04:40,abbas,mike
2022-10-12,04:40,mehwish,jason
2022-10-12,04:40,chris,avi
2022-10-12,04:40,aaron,NA
2022-10-12,04:40,paddy,NA
2022-10-12,04:40,stella,NA
2022-10-12,04:40,opal,steve
2022-10-12,04:40,adam,NA
2022-10-12,04:40,bierly,greg
2022-10-12,04:40,scott,NA
2022-10-12,04:40,steeveyp,NA
2022-10-12,04:40,simon,james
2022-10-12,04:40,rightwing,NA
2022-10-12,04:40,jono,NA
2022-10-12,04:40,ademijuakintoyenft,daniel
2022-10-12,04:40,sigfs,peter
2022-10-12,04:40,rina,cambridge
2022-10-12,04:40,overrunning,NA
2022-10-12,04:40,antonanderson,james
2022-10-12,04:40,vision,the
2022-10-12,04:40,auspolco,NA
2022-10-12,04:40,anna,NA
2022-10-12,04:40,lucia,annabel
2022-10-12,04:40,sen,NA
2022-10-12,04:40,jay,NA
2022-10-12,04:40,sirmagiste,mmfinance
2022-10-12,04:40,anazays,NA
2022-10-12,04:40,anne,NA
2022-10-12,04:40,kev,NA
2022-10-12,04:40,mccool,james
2022-10-12,04:40,rrakgosi,jason
2022-10-12,04:40,beata,james
2022-10-12,04:40,mutaiba,shehbaz
2022-10-12,04:40,cherylmerchant,peter
2022-10-12,04:40,bob,rep
2022-10-12,04:40,chowdhry,shehbaz
2022-10-12,04:40,edmy,peter
2022-10-12,04:40,watsonelli,NA
2022-10-12,04:40,melissa,president
2022-10-12,04:40,john,james
2022-10-12,04:40,kate,NA
2022-10-12,04:40,netylrav,eros
2022-10-12,04:40,radioactive,jason
2022-10-12,04:40,citydweller,suzannemcqueen
2022-10-12,04:40,marie,steve
2022-10-12,04:40,taylor,NA
2022-10-12,04:40,gordian,maze
2022-10-12,04:40,bloomberg,NA
2022-10-12,04:40,loraine,caroline
2022-10-12,04:40,prajoyt,devinder
2022-10-12,04:40,irric,NA
2022-10-12,04:40,mike,NA
2022-10-12,04:40,john,kevin
2022-10-12,04:40,red,shehbaz
2022-10-12,04:40,nature,pawa
2022-10-12,04:40,coastal,russel
2022-10-12,04:40,lisette,debt
2022-10-12,04:40,curtis,steve
2022-10-12,04:40,freedoma,james
2022-10-12,04:40,new,peter
2022-10-12,04:40,gonzorag,peter
2022-10-12,04:40,valeria,NA
2022-10-12,04:40,westiemama,maze
2022-10-12,04:40,moonlitmonkeyeth,NA
2022-10-12,04:40,thomas,credit
2022-10-12,04:40,johan,brian
2022-10-12,04:40,amelia,NA
2022-10-12,04:40,ceo,moise
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,chanchala,NA
2022-10-12,04:40,edward,NA
2022-10-12,04:40,not,maze
2022-10-12,04:40,jarme,james
2022-10-12,04:40,ivanpb,igor
2022-10-12,04:40,ara,NA
2022-10-12,04:40,sean,NA
2022-10-12,04:40,all,NA
2022-10-12,04:40,masud,mmfinance
2022-10-12,04:40,casper,NA
2022-10-12,04:40,straighten,jason
2022-10-12,04:40,not,NA
2022-10-12,04:40,richie,james
2022-10-12,04:40,sri,dailymirror
2022-10-12,04:40,kayway,james
2022-10-12,04:40,omar,suzcool
2022-10-12,04:40,susan,james
2022-10-12,04:40,marc,tom
2022-10-12,04:40,julie,james
2022-10-12,04:40,lea,james
2022-10-12,04:40,tsarina,chris
2022-10-12,04:40,andrew,NA
2022-10-12,04:40,wake,james
2022-10-12,04:40,jonathan,NA
2022-10-12,04:40,hurricanepaul,james
2022-10-12,04:40,john,NA
2022-10-12,04:40,james,voteyes
2022-10-12,04:40,getting,sunrise
2022-10-12,04:40,scar,NA
2022-10-12,04:40,mission,NA
2022-10-12,04:40,brian,james
2022-10-12,04:40,climate,mike
2022-10-12,04:40,prajoyt,devinder
2022-10-12,04:40,common,sindileigh
2022-10-12,04:40,maheshg,vala
2022-10-12,04:40,ame,michael
2022-10-12,04:40,mukhtaargeryan,NA
2022-10-12,04:40,wirsind,NA
2022-10-12,04:40,jason,cambridge
2022-10-12,04:40,michel,avi
2022-10-12,04:40,amisachi,mike
2022-10-12,04:40,bev,mik
2022-10-12,04:40,peter,NA
2022-10-12,04:40,jordan,mitch
2022-10-12,04:40,owen,NA
2022-10-12,04:40,gustaf,greg
2022-10-12,04:40,lark,james
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,liberty,james
2022-10-12,04:40,gee,daniel
2022-10-12,04:40,thomas,credit
2022-10-12,04:40,lion,NA
2022-10-12,04:40,kaisersosay,toby
2022-10-12,04:40,jose,james
2022-10-12,04:40,jesus,james
2022-10-12,04:40,alistair,ultra
2022-10-12,04:40,lila,toby
2022-10-12,04:40,roseann,james
2022-10-12,04:40,ricky,NA
2022-10-12,04:40,kandi,paul
2022-10-12,04:40,christythebeach,rep
2022-10-12,04:40,all,NA
2022-10-12,04:40,luke,jason
2022-10-12,04:40,daniel,james
2022-10-12,04:40,peter,NA
2022-10-12,04:40,disinterested,james
2022-10-12,04:40,bijenbloem,peter
2022-10-12,04:40,martino,NA
2022-10-12,04:40,pea,NA
2022-10-12,04:40,stella,NA
2022-10-12,04:40,floridamegaman,NA
2022-10-12,04:40,sikandar,antnio
2022-10-12,04:40,anna,avi
2022-10-12,04:40,all,NA
2022-10-12,04:40,everyone,jason
2022-10-12,04:40,lion,NA
2022-10-12,04:40,marianne,stopgreed
2022-10-12,04:40,its,uproxx
2022-10-12,04:40,rowie,nape
2022-10-12,04:40,johan,greta
2022-10-12,04:40,will,occupy
2022-10-12,04:40,amanda,NA
2022-10-12,04:40,nature,NA
2022-10-12,04:40,ray,james
2022-10-12,04:40,etfs,NA
2022-10-12,04:40,kandi,paul
2022-10-12,04:40,hazuki,ori
2022-10-12,04:40,peggy,analisa
2022-10-12,04:40,placebo,maze
2022-10-12,04:40,judith,james
2022-10-12,04:40,lion,NA
2022-10-12,04:40,ndp,NA
2022-10-12,04:40,mochi,NA
2022-10-12,04:40,blessed,NA
2022-10-12,04:40,gonzorag,peter
2022-10-12,04:40,blessed,NA
2022-10-12,04:40,jmz,nick
2022-10-12,04:40,posiedon,NA
2022-10-12,04:40,tess,chain
2022-10-12,04:40,teri,kjt
2022-10-12,04:40,guadalupe,massimo
2022-10-12,04:40,blessed,NA
2022-10-12,04:40,patricia,rep
2022-10-12,04:40,paul,peter
2022-10-12,04:40,rnz,NA
2022-10-12,04:40,skye,the
2022-10-12,04:40,mohamed,NA
2022-10-12,04:40,jim,NA
2022-10-12,04:40,blessed,NA
2022-10-12,04:40,katherine,NA
2022-10-12,04:40,rice,chad
2022-10-12,04:40,brian,NA
2022-10-12,04:40,brian,NA
2022-10-12,04:40,getting,laurie
2022-10-12,04:40,brian,NA
2022-10-12,04:40,brian,NA
2022-10-12,04:40,rawhide,jason
2022-10-12,04:40,brian,NA
2022-10-12,04:40,eddiesays,NA
2022-10-12,04:40,nima,jason
2022-10-12,04:40,downs,NA
2022-10-12,04:40,environmental,NA
2022-10-12,04:40,lex,james
2022-10-12,04:40,luna,fabiha
2022-10-12,04:40,jim,NA
2022-10-12,04:40,william,NA
2022-10-12,04:40,mikepedia,anjali
2022-10-12,04:40,martino,NA
2022-10-12,04:40,presearch,prescottnorm
2022-10-12,04:40,bren,NA
2022-10-12,04:40,ajelijakurus,NA
2022-10-12,04:40,nicolas,sander
2022-10-12,04:40,darian,james
2022-10-12,04:40,elly,NA
2022-10-12,04:40,rumbly,NA
2022-10-12,04:40,ila,maria
2022-10-12,04:40,rupes,james
2022-10-12,04:40,hiraeth,peter
2022-10-12,04:40,damien,peter
2022-10-12,04:40,andrea,sdgscameroon
2022-10-12,04:40,ross,richard
2022-10-12,04:40,memebsc,NA
2022-10-12,04:40,mira,wildlife
2022-10-12,04:40,lola,ultra
2022-10-12,04:40,ruth,andrew
2022-10-12,04:40,planet,peter
2022-10-12,04:40,proud,NA
2022-10-12,04:40,drmjw,nancy
2022-10-12,04:40,claudia,javier
2022-10-12,04:40,beast,james
2022-10-12,04:40,retro,greenpeace
2022-10-12,04:40,king,NA
2022-10-12,04:40,redted,james
2022-10-12,04:40,lion,NA
2022-10-12,04:40,ultra,james
2022-10-12,04:40,actionaid,womens
2022-10-12,04:40,dottiesilentnomoredemocrathypocrites,james
2022-10-12,04:40,khashoggis,peter
2022-10-12,04:40,ttcrascal,chain
2022-10-12,04:40,the,julia
2022-10-12,04:40,bernyce,climate
2022-10-12,04:40,davidb,peter
2022-10-12,04:40,adam,NA
2022-10-12,04:40,marianne,adam
2022-10-12,04:40,lion,NA
2022-10-12,04:40,madaraka,emmanuel
2022-10-12,04:40,moose,james
2022-10-12,04:40,sen,NA
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,michelle,NA
2022-10-12,04:40,walt,NA
2022-10-12,04:40,wiola,igor
2022-10-12,04:40,shan,caroline
2022-10-12,04:40,pombe,NA
2022-10-12,04:40,vegasnflchickie,tammy
2022-10-12,04:40,dreamcatcher,uproxx
2022-10-12,04:40,awais,shehbaz
2022-10-12,04:40,jessica,NA
2022-10-12,04:40,anarkitty,peter
2022-10-12,04:40,littleu,greg
2022-10-12,04:40,david,NA
2022-10-12,04:40,mott,NA
2022-10-12,04:40,kerrel,global
2022-10-12,04:40,hanneh,NA
2022-10-12,04:40,floridamegaman,NA
2022-10-12,04:40,laura,peter
2022-10-12,04:40,safmradio,NA
2022-10-12,04:40,dirk,antnio
2022-10-12,04:40,alan,cambridge
2022-10-12,04:40,bjcohen,NA
2022-10-12,04:40,luis,rep
2022-10-12,04:40,johnnyqand,james
2022-10-12,04:40,hanna,marc
2022-10-12,04:40,virginia,NA
2022-10-12,04:40,julieb,james
2022-10-12,04:40,saleemul,mercy
2022-10-12,04:40,chad,daily
2022-10-12,04:40,lion,NA
2022-10-12,04:40,william,greg
2022-10-12,04:40,twin,NA
2022-10-12,04:40,artemas,nick
2022-10-12,04:40,kariuki,africa
2022-10-12,04:40,abebaw,NA
2022-10-12,04:40,martin,russel
2022-10-12,04:40,drrachisprochoice,NA
2022-10-12,04:40,psylyx,the
2022-10-12,04:40,brian,NA
2022-10-12,04:40,dnc,NA
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,paolo,james
2022-10-12,04:40,isthisamerica,NA
2022-10-12,04:40,lion,NA
2022-10-12,04:40,christine,kevin
2022-10-12,04:40,timechange,NA
2022-10-12,04:40,steffani,peter
2022-10-12,04:40,phantom,NA
2022-10-12,04:40,joseph,NA
2022-10-12,04:40,clive,NA
2022-10-12,04:40,mikheil,jason
2022-10-12,04:40,mannie,james
2022-10-12,04:40,andre,james
2022-10-12,04:40,lion,NA
2022-10-12,04:40,werner,NA
2022-10-12,04:40,fight,caroline
2022-10-12,04:40,jaison,NA
2022-10-12,04:40,bradpatriot,NA
2022-10-12,04:40,heather,peter
2022-10-12,04:40,heyjhilly,avi
2022-10-12,04:40,martin,nordregio
2022-10-12,04:40,pombe,NA
2022-10-12,04:40,wilfredo,peter
2022-10-12,04:40,john,ultra
2022-10-12,04:40,idiotsavant,NA
2022-10-12,04:40,lion,NA
2022-10-12,04:40,kin,NA
2022-10-12,04:40,eileen,remember
2022-10-12,04:40,dawn,peter
2022-10-12,04:40,stopthemagassreich,NA
2022-10-12,04:40,etfs,NA
2022-10-12,04:40,dnc,NA
2022-10-12,04:40,mona,NA
2022-10-12,04:40,green,NA
2022-10-12,04:40,sar,peter
2022-10-12,04:40,michael,david
2022-10-12,04:40,extreme,rep
2022-10-12,04:40,everyday,avi
2022-10-12,04:40,mian,shehbaz
2022-10-12,04:40,coona,NA
2022-10-12,04:40,brandon,NA
2022-10-12,04:40,realrassipho,safmradio
2022-10-12,04:40,latinnefertiti,NA
2022-10-12,04:40,mickey,jason
2022-10-12,04:40,marchjustice,NA
2022-10-12,04:40,rocco,james
2022-10-12,04:40,rose,peter
2022-10-12,04:40,animal,NA
2022-10-12,04:40,ialdaej,greg
2022-10-12,04:40,smitty,NA
2022-10-12,04:40,tianqi,NA
2022-10-12,04:40,bijenbloem,ben
2022-10-12,04:40,stephen,rappler
2022-10-12,04:40,ling,katie
2022-10-12,04:40,usaisfreedom,rep
2022-10-12,04:40,joedig,james
2022-10-12,04:40,madaraka,emmanuel
2022-10-12,04:40,free,NA
2022-10-12,04:40,kandi,paul
2022-10-12,04:40,erick,javier
2022-10-12,04:40,saleemul,greta
2022-10-12,04:40,crosspatchish,NA
2022-10-12,04:40,farming,world
2022-10-12,04:40,jordan,peter
2022-10-12,04:40,jaweed,lars
2022-10-12,04:40,safmradio,NA
2022-10-12,04:40,asif,shehbaz
2022-10-12,04:40,sophia,peter
2022-10-12,04:40,lalita,alan
2022-10-12,04:40,naomi,NA
2022-10-12,04:40,rose,NA
2022-10-12,04:40,whitepilled,NA
2022-10-12,04:40,johnnyqand,NA
2022-10-12,04:40,chaplain,NA
2022-10-12,04:40,martin,fckity
2022-10-12,04:40,ashish,NA
2022-10-12,04:40,andrew,peter
2022-10-12,04:40,jedi,NA
2022-10-12,04:40,neelum,mike
2022-10-12,04:40,johizfrawd,james
2022-10-12,04:40,robert,peter
2022-10-12,04:40,avoid,stephen
2022-10-12,04:40,lion,NA
2022-10-12,04:40,tyl,uproxx
2022-10-12,04:40,minister,NA
2022-10-12,04:40,philippe,NA
2022-10-12,04:40,charles,justice
2022-10-12,04:40,realrassipho,safmradio
2022-10-12,04:40,joseph,peter
2022-10-12,04:40,antje,mike
2022-10-12,04:40,lady,caroline
2022-10-12,04:40,mjeiks,sindileigh
2022-10-12,04:40,somali,NA
2022-10-12,04:40,ramek,mmfinance
2022-10-12,04:40,amisachi,peter
2022-10-12,04:40,eder,copernicus
2022-10-12,04:40,raymond,NA
2022-10-12,04:40,rfmiscreant,kevin
2022-10-12,04:40,conservetive,NA
2022-10-12,04:40,bess,mitzi
2022-10-12,04:40,lisa,NA
2022-10-12,04:40,momoya,the
2022-10-12,04:40,chris,NA
2022-10-12,04:40,marija,rnc
2022-10-12,04:40,peggy,kailas
2022-10-12,04:40,anna,james
2022-10-12,04:40,pam,daily
2022-10-12,04:40,akshita,ayana
2022-10-12,04:40,jeffrey,maze
2022-10-12,04:40,muhammad,shehbaz
2022-10-12,04:40,equine,NA
2022-10-12,04:40,burny,NA
2022-10-12,04:40,beard,greg
2022-10-12,04:40,maverick,james
2022-10-12,04:40,john,greg
2022-10-12,04:40,vinod,rnc
2022-10-12,04:40,mott,NA
2022-10-12,04:40,imran,shehbaz
2022-10-12,04:40,alberto,igor
2022-10-12,04:40,wolfgang,NA
2022-10-12,04:40,kitn,drfdon
2022-10-12,04:40,jesse,NA
2022-10-12,04:40,armand,NA
2022-10-12,04:40,benjamin,anjali
2022-10-12,04:40,kathy,charlie
2022-10-12,04:40,ron,NA
2022-10-12,04:40,patriot,james
2022-10-12,04:40,kelly,NA
2022-10-12,04:40,mtgsarms,peter
2022-10-12,04:40,amy,kevin
2022-10-12,04:40,blue,james
2022-10-12,04:40,don,NA
2022-10-12,04:40,the,NA
2022-10-12,04:40,rolo,evil
2022-10-12,04:40,the,justice
2022-10-12,04:40,ashvani,NA
2022-10-12,04:40,hatcatfat,suzanne
2022-10-12,04:40,brandon,NA
2022-10-12,04:40,floridamegaman,NA
2022-10-12,04:40,realkrisko,NA
2022-10-12,04:40,matakatiamike,craig
2022-10-12,04:40,smasherskye,chain
2022-10-12,04:40,gene,james
2022-10-12,04:40,the,NA
2022-10-12,04:40,paul,NA
2022-10-12,04:40,solarpowernow,NA
2022-10-12,04:40,sue,jason
2022-10-12,04:40,instituto,avi
2022-10-12,04:40,almost,james
2022-10-12,04:40,meg,james
2022-10-12,04:40,petes,rep
2022-10-12,04:40,jorge,evil
2022-10-12,04:40,blacksaged,crazybastid
2022-10-12,04:40,curtis,james
2022-10-12,04:40,jason,peter
2022-10-12,04:40,vishal,aaditya
2022-10-12,04:40,marcos,NA
2022-10-12,04:40,john,mustafa
2022-10-12,04:40,peacocklibrary,NA
2022-10-12,04:40,humanist,peter
2022-10-12,04:40,uncle,NA
2022-10-12,04:40,brave,NA
2022-10-12,04:40,marywilmarywil,NA
2022-10-12,04:40,ben,NA
2022-10-12,04:40,kiran,lee
2022-10-12,04:40,noneofyourbusiness,avi
2022-10-12,04:40,buynow,rnz
2022-10-12,04:40,mark,seth
2022-10-12,04:40,bot,lahiru
2022-10-12,04:40,judy,peter
2022-10-12,04:40,benjamin,crisis
2022-10-12,04:40,happy,greenpeace
2022-10-12,04:40,stefan,peter
2022-10-12,04:40,worldofreeetards,kevin
2022-10-12,04:40,kedu,saran
2022-10-12,04:40,rae,peter
2022-10-12,04:40,impact,etfs
2022-10-12,04:40,blank,NA
2022-10-12,04:40,kayondo,nagudi
2022-10-12,04:40,teslaradical,javier
2022-10-12,04:40,undp,undp
2022-10-12,04:40,health,NA
2022-10-12,04:40,rightwingavr,james
2022-10-12,04:40,kathy,NA
2022-10-12,04:40,mott,NA
2022-10-12,04:40,alexa,rep
2022-10-12,04:40,connie,kevin
2022-10-12,04:40,lori,kevin
2022-10-12,04:40,adrian,steve
2022-10-12,04:40,mrpatrickschmitt,NA
2022-10-12,04:40,luke,javier
2022-10-12,04:40,sisyphus,michael
2022-10-12,04:40,noey,NA
2022-10-12,04:40,ben,NA
2022-10-12,04:40,moulds,shelljet
2022-10-12,04:40,homerpoopsontag,chain
2022-10-12,04:40,missy,NA
2022-10-12,04:40,alfaz,NA
2022-10-12,04:40,nessa,james
2022-10-12,04:40,talha,NA
2022-10-12,04:40,wahid,shehbaz
2022-10-12,04:40,nyc,peter
2022-10-12,04:40,rutuja,NA
2022-10-12,04:40,kelmarmor,james
2022-10-12,04:40,saffron,shehbaz
2022-10-12,04:40,kathy,charlie
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,engl,NA
2022-10-12,04:40,bella,daily
2022-10-12,04:40,penelope,NA
2022-10-12,04:40,baz,NA
2022-10-12,04:40,arf,uproxx
2022-10-12,04:40,emily,NA
2022-10-12,04:40,that,james
2022-10-12,04:40,allium,NA
2022-10-12,04:40,dorothy,peter
2022-10-12,04:40,mukiibi,justice
2022-10-12,04:40,limbo,NA
2022-10-12,04:40,don,kevin
2022-10-12,04:40,jonathan,peter
2022-10-12,04:40,floridamegaman,NA
2022-10-12,04:40,robertweisstt,NA
2022-10-12,04:40,gulsen,sergeant
2022-10-12,04:40,somad,mmfinance
2022-10-12,04:40,bot,news
2022-10-12,04:40,blake,NA
2022-10-12,04:40,toru,peter
2022-10-12,04:40,ignoble,NA
2022-10-12,04:40,martin,caroline
2022-10-12,04:40,goodmendosomething,james
2022-10-12,04:40,anon,bernies
2022-10-12,04:40,sanjay,jason
2022-10-12,04:40,steve,townhallcom
2022-10-12,04:40,robowop,greg
2022-10-12,04:40,hvac,NA
2022-10-12,04:40,jmh,NA
2022-10-12,04:40,richmond,NA
2022-10-12,04:40,emily,NA
2022-10-12,04:40,mukiibi,justice
2022-10-12,04:40,unmuzzledconservative,maze
2022-10-12,04:40,carnegie,chain
2022-10-12,04:40,gil,peter
2022-10-12,04:40,john,wittgenstein
2022-10-12,04:40,jeffy,greg
2022-10-12,04:40,darian,greg
2022-10-12,04:40,katie,NA
2022-10-12,04:40,vengeance,NA
2022-10-12,04:40,nora,sindileigh
2022-10-12,04:40,prinsklyn,extinct
2022-10-12,04:40,itsmebrother,NA
2022-10-12,04:40,sandy,james
2022-10-12,04:40,steve,james
2022-10-12,04:40,pakusat,consulate
2022-10-12,04:40,transdemic,NA
2022-10-12,04:40,angela,NA
2022-10-12,04:40,neagu,uncovering
2022-10-12,04:40,realkrisko,NA
2022-10-12,04:40,brian,maze
2022-10-12,04:40,peter,NA
2022-10-12,04:40,ines,ajit
2022-10-12,04:40,coastal,sen
2022-10-12,04:40,yolandaonetwotwosix,NA
2022-10-12,04:40,michaeltravisjasper,NA
2022-10-12,04:40,kat,erik
2022-10-12,04:40,vivian,world
2022-10-12,04:40,plethora,peter
2022-10-12,04:40,presearch,steve
2022-10-12,04:40,carletta,chain
2022-10-12,04:40,cheryl,saudi
2022-10-12,04:40,aspl,peter
2022-10-12,04:40,jason,NA
2022-10-12,04:40,joanne,james
2022-10-12,04:40,tony,NA
2022-10-12,04:40,veronicab,NA
2022-10-12,04:40,casey,NA
2022-10-12,04:40,kaytie,steve
2022-10-12,04:40,joseph,NA
2022-10-12,04:40,the,NA
2022-10-12,04:40,angela,mike
2022-10-12,04:40,the,NA
2022-10-12,04:40,louisa,NA
2022-10-12,04:40,lauralee,peter
2022-10-12,04:40,deedy,NA
2022-10-12,04:40,lilyonly,peter
2022-10-12,04:40,alliehe,NA
2022-10-12,04:40,lion,NA
2022-10-12,04:40,kathy,charlie
2022-10-12,04:40,sombra,james
2022-10-12,04:40,icha,katie
2022-10-12,04:40,mrsandman,james
2022-10-12,04:40,colin,angela
2022-10-12,04:40,rita,peter
2022-10-12,04:40,nuclear,rep
2022-10-12,04:40,thaddeus,NA
2022-10-12,04:40,bmorerugged,NA
2022-10-12,04:40,specialized,NA
2022-10-12,04:40,amazing,james
2022-10-12,04:40,sandra,NA
2022-10-12,04:40,geographile,peter
2022-10-12,04:40,daisy,shehbaz
2022-10-12,04:40,butch,daily
2022-10-12,04:40,gronke,NA
2022-10-12,04:40,bullmeecham,tim
2022-10-12,04:40,moses,labourpartyng
2022-10-12,04:40,belynda,sen
2022-10-12,04:40,tafida,ultraaz
2022-10-12,04:40,cori,NA
2022-10-12,04:40,jet,NA
2022-10-12,04:40,abdulhannan,shehbaz
2022-10-12,04:40,hijab,ben
2022-10-12,04:40,geographile,peter
2022-10-12,04:40,christine,greenpeace
2022-10-12,04:40,moses,reuters
2022-10-12,04:40,lord,stephen
2022-10-12,04:40,lion,NA
2022-10-12,04:40,aug,peter
2022-10-12,04:40,tammy,james
2022-10-12,04:40,dragoinaki,peter
2022-10-12,04:40,pasmi,jason
2022-10-12,04:40,urpreusse,kevin
2022-10-12,04:40,over,peter
2022-10-12,04:40,rita,james
2022-10-12,04:40,shadowhunter,jason
2022-10-12,04:40,sohail,shehbaz
2022-10-12,04:40,kevin,james
2022-10-12,04:40,belynda,peter
2022-10-12,04:40,ttcindulge,chain
2022-10-12,04:40,ina,the
